Fondsposition per,"31.Dez.2025"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"2317","HON HAI PRECISION INDUSTRY LTD","IT","Aktien","28.271.086,71","0,11","28.271.086,71","3.853.760,00","7,34","Taiwan","Taiwan Stock Exchange","TWD"
"TMUS","T MOBILE US INC","Kommunikation","Aktien","28.223.575,20","0,11","28.223.575,20","139.005,00","203,04","Vereinigte Staaten","NASDAQ","USD"
"OR","LOREAL SA","Nichtzyklische Konsumgüter","Aktien","28.109.537,87","0,11","28.109.537,87","65.287,00","430,55","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"8035","TOKYO ELECTRON LTD","IT","Aktien","27.872.889,09","0,11","27.872.889,09","127.300,00","218,95","Japan","Tokyo Stock Exchange","JPY"
"MO","ALTRIA GROUP INC","Nichtzyklische Konsumgüter","Aktien","27.761.848,50","0,11","27.761.848,50","481.475,00","57,66","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AI","LAIR LIQUIDE SOCIETE ANONYME POUR","Materialien","Aktien","27.642.542,14","0,11","27.642.542,14","146.865,00","188,22","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BN","BROOKFIELD CORP CLASS A","Financials","Aktien","27.443.526,17","0,11","27.443.526,17","596.925,00","45,97","Kanada","Toronto Stock Exchange","CAD"
"CVS","CVS HEALTH CORP","Gesundheitsversorgung","Aktien","27.431.180,80","0,11","27.431.180,80","345.655,00","79,36","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GSK","GLAXOSMITHKLINE","Gesundheitsversorgung","Aktien","27.151.637,94","0,10","27.151.637,94","1.106.404,00","24,54","Vereinigtes Königreich","London Stock Exchange","GBP"
"6857","ADVANTEST CORP","IT","Aktien","26.732.010,59","0,10","26.732.010,59","213.400,00","125,27","Japan","Tokyo Stock Exchange","JPY"
"BNP","BNP PARIBAS SA","Financials","Aktien","26.367.643,02","0,10","26.367.643,02","277.894,00","94,88","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SBUX","STARBUCKS CORP","Zyklische Konsumgüter ","Aktien","26.326.235,46","0,10","26.326.235,46","312.626,00","84,21","Vereinigte Staaten","NASDAQ","USD"
"CME","CME GROUP INC CLASS A","Financials","Aktien","26.165.160,20","0,10","26.165.160,20","95.815,00","273,08","Vereinigte Staaten","NASDAQ","USD"
"SO","SOUTHERN","Versorger","Aktien","25.843.551,20","0,10","25.843.551,20","296.371,00","87,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BMO","BANK OF MONTREAL","Financials","Aktien","25.791.016,23","0,10","25.791.016,23","198.334,00","130,04","Kanada","Toronto Stock Exchange","CAD"
"D05","DBS GROUP HOLDINGS LTD","Financials","Aktien","25.705.506,75","0,10","25.705.506,75","586.538,00","43,83","Singapur","Singapore Exchange","SGD"
"BARC","BARCLAYS PLC","Financials","Aktien","25.542.327,25","0,10","25.542.327,25","3.989.888,00","6,40","Vereinigtes Königreich","London Stock Exchange","GBP"
"ISP","INTESA SANPAOLO","Financials","Aktien","25.353.701,56","0,10","25.353.701,56","3.645.959,00","6,95","Italien","Borsa Italiana","EUR"
"DUK","DUKE ENERGY CORP","Versorger","Aktien","25.208.237,49","0,10","25.208.237,49","215.069,00","117,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EL","ESSILORLUXOTTICA SA","Gesundheitsversorgung","Aktien","25.144.126,19","0,10","25.144.126,19","79.323,00","316,98","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"RIO","RIO TINTO PLC","Materialien","Aktien","25.142.869,54","0,10","25.142.869,54","311.860,00","80,62","Vereinigtes Königreich","London Stock Exchange","GBP"
"AEM","AGNICO EAGLE MINES LTD","Materialien","Aktien","25.115.326,15","0,10","25.115.326,15","147.907,00","169,80","Kanada","Toronto Stock Exchange","CAD"
"SPOT","SPOTIFY TECHNOLOGY SA","Kommunikation","Aktien","24.995.500,53","0,10","24.995.500,53","43.043,00","580,71","Schweden","New York Stock Exchange Inc.","USD"
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","Financials","Aktien","24.728.142,06","0,10","24.728.142,06","272.411,00","90,78","Kanada","Toronto Stock Exchange","CAD"
"WM","WASTE MANAGEMENT INC","Industrie","Aktien","24.611.035,36","0,10","24.611.035,36","112.016,00","219,71","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8411","MIZUHO FINANCIAL GROUP INC","Financials","Aktien","24.572.347,44","0,09","24.572.347,44","675.718,00","36,36","Japan","Tokyo Stock Exchange","JPY"
"BP.","BP PLC","Energie","Aktien","24.567.448,36","0,09","24.567.448,36","4.220.213,00","5,82","Vereinigtes Königreich","London Stock Exchange","GBP"
"CS","AXA SA","Financials","Aktien","24.521.956,77","0,09","24.521.956,77","509.754,00","48,11","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BNS","BANK OF NOVA SCOTIA","Financials","Aktien","24.444.967,97","0,09","24.444.967,97","331.008,00","73,85","Kanada","Toronto Stock Exchange","CAD"
"MMC","MARSH & MCLENNAN INC","Financials","Aktien","24.414.803,04","0,09","24.414.803,04","131.602,00","185,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MMM","3M","Industrie","Aktien","24.409.966,70","0,09","24.409.966,70","152.467,00","160,10","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MELI","MERCADOLIBRE INC","Zyklische Konsumgüter ","Aktien","24.372.546,00","0,09","24.372.546,00","12.100,00","2.014,26","Vereinigte Staaten","NASDAQ","USD"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Aktien","24.369.635,32","0,09","24.369.635,32","150.467,00","161,96","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TT","TRANE TECHNOLOGIES PLC","Industrie","Aktien","24.247.549,20","0,09","24.247.549,20","62.301,00","389,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Aktien","24.157.980,73","0,09","24.157.980,73","208.097,00","116,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CDNS","CADENCE DESIGN SYSTEMS INC","IT","Aktien","24.111.483,46","0,09","24.111.483,46","77.137,00","312,58","Vereinigte Staaten","NASDAQ","USD"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Aktien","23.967.134,10","0,09","23.967.134,10","211.911,00","113,10","Vereinigte Staaten","NASDAQ","USD"
"INGA","ING GROEP NV","Financials","Aktien","23.861.326,37","0,09","23.861.326,37","846.190,00","28,20","Niederlande","Euronext Amsterdam","EUR"
"SNPS","SYNOPSYS INC","IT","Aktien","23.851.911,88","0,09","23.851.911,88","50.779,00","469,72","Vereinigte Staaten","NASDAQ","USD"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Financials","Aktien","23.757.383,20","0,09","23.757.383,20","35.981,00","660,28","Deutschland","Xetra","EUR"
"MCO","MOODYS CORP","Financials","Aktien","23.621.193,15","0,09","23.621.193,15","46.239,00","510,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"1810","XIAOMI CORP","IT","Aktien","23.377.529,39","0,09","23.377.529,39","4.630.000,00","5,05","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ENEL","ENEL","Versorger","Aktien","23.367.506,34","0,09","23.367.506,34","2.241.360,00","10,43","Italien","Borsa Italiana","EUR"
"LLOY","LLOYDS BANKING GROUP PLC","Financials","Aktien","23.223.769,75","0,09","23.223.769,75","17.575.429,00","1,32","Vereinigtes Königreich","London Stock Exchange","GBP"
"DASH","DOORDASH INC CLASS A","Zyklische Konsumgüter ","Aktien","23.181.813,36","0,09","23.181.813,36","102.357,00","226,48","Vereinigte Staaten","NASDAQ","USD"
"CRH","CRH PUBLIC LIMITED PLC","Materialien","Aktien","23.141.414,40","0,09","23.141.414,40","185.428,00","124,80","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"USB","US BANCORP","Financials","Aktien","23.005.096,80","0,09","23.005.096,80","431.130,00","53,36","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Aktien","22.945.480,17","0,09","22.945.480,17","109.929,00","208,73","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RHM","RHEINMETALL AG","Industrie","Aktien","22.932.955,47","0,09","22.932.955,47","12.509,00","1.833,32","Deutschland","Xetra","EUR"
"NAB","NATIONAL AUSTRALIA BANK LTD","Financials","Aktien","22.877.467,79","0,09","22.877.467,79","810.843,00","28,21","Australien","Asx - All Markets","AUD"
"AMT","AMERICAN TOWER REIT CORP","Immobilien","Aktien","22.858.862,86","0,09","22.858.862,86","130.198,00","175,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HCA","HCA HEALTHCARE INC","Gesundheitsversorgung","Aktien","22.753.355,82","0,09","22.753.355,82","48.737,00","466,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Zyklische Konsumgüter ","Aktien","22.745.311,33","0,09","22.745.311,33","249.373,00","91,21","Vereinigte Staaten","NASDAQ","USD"
"WBC","WESTPAC BANKING CORPORATION CORP","Financials","Aktien","22.667.905,96","0,09","22.667.905,96","880.635,00","25,74","Australien","Asx - All Markets","AUD"
"PRX","PROSUS NV CLASS N","Zyklische Konsumgüter ","Aktien","22.539.674,15","0,09","22.539.674,15","363.135,00","62,07","Niederlande","Euronext Amsterdam","EUR"
"HWM","HOWMET AEROSPACE INC","Industrie","Aktien","22.374.242,64","0,09","22.374.242,64","109.132,00","205,02","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Gesundheitsversorgung","Aktien","22.365.705,12","0,09","22.365.705,12","28.976,00","771,87","Vereinigte Staaten","NASDAQ","USD"
"PDD","PDD HOLDINGS ADS INC","Zyklische Konsumgüter ","Aktien","21.777.343,23","0,08","21.777.343,23","192.057,00","113,39","China","NASDAQ","USD"
"8001","ITOCHU CORP","Industrie","Aktien","21.520.941,66","0,08","21.520.941,66","1.708.000,00","12,60","Japan","Tokyo Stock Exchange","JPY"
"CI","CIGNA","Gesundheitsversorgung","Aktien","21.506.747,43","0,08","21.506.747,43","78.141,00","275,23","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6098","RECRUIT HOLDINGS LTD","Industrie","Aktien","21.487.466,27","0,08","21.487.466,27","380.700,00","56,44","Japan","Tokyo Stock Exchange","JPY"
"ELV","ELEVANCE HEALTH INC","Gesundheitsversorgung","Aktien","21.414.047,85","0,08","21.414.047,85","61.087,00","350,55","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SHW","SHERWIN WILLIAMS","Materialien","Aktien","21.221.372,76","0,08","21.221.372,76","65.492,00","324,03","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DBK","DEUTSCHE BANK AG","Financials","Aktien","21.190.830,57","0,08","21.190.830,57","544.947,00","38,89","Deutschland","Xetra","EUR"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Zyklische Konsumgüter ","Aktien","21.187.220,32","0,08","21.187.220,32","68.293,00","310,24","Vereinigte Staaten","NASDAQ","USD"
"7011","MITSUBISHI HEAVY INDUSTRIES LTD","Industrie","Aktien","21.176.407,54","0,08","21.176.407,54","864.400,00","24,50","Japan","Tokyo Stock Exchange","JPY"
"NKE","NIKE INC CLASS B","Zyklische Konsumgüter ","Aktien","21.150.318,38","0,08","21.150.318,38","331.978,00","63,71","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KKR","KKR AND CO INC","Financials","Aktien","21.094.115,60","0,08","21.094.115,60","165.470,00","127,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EMR","EMERSON ELECTRIC","Industrie","Aktien","21.065.849,28","0,08","21.065.849,28","158.724,00","132,72","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Zyklische Konsumgüter ","Aktien","21.066.053,25","0,08","21.066.053,25","73.337,00","287,25","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WMB","WILLIAMS INC","Energie","Aktien","20.989.931,12","0,08","20.989.931,12","349.192,00","60,11","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CNQ","CANADIAN NATURAL RESOURCES LTD","Energie","Aktien","20.976.410,10","0,08","20.976.410,10","618.486,00","33,92","Kanada","Toronto Stock Exchange","CAD"
"RMS","HERMES INTERNATIONAL","Zyklische Konsumgüter ","Aktien","20.767.360,11","0,08","20.767.360,11","8.333,00","2.492,19","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"EQIX","EQUINIX REIT INC","Immobilien","Aktien","20.735.354,24","0,08","20.735.354,24","27.064,00","766,16","Vereinigte Staaten","NASDAQ","USD"
"GD","GENERAL DYNAMICS CORP","Industrie","Aktien","20.731.859,46","0,08","20.731.859,46","61.581,00","336,66","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrie","Aktien","20.724.653,50","0,08","20.724.653,50","173.066,00","119,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8031","MITSUI LTD","Industrie","Aktien","20.705.330,31","0,08","20.705.330,31","699.000,00","29,62","Japan","Tokyo Stock Exchange","JPY"
"GLW","CORNING INC","IT","Aktien","20.706.013,68","0,08","20.706.013,68","236.478,00","87,56","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"REL","RELX PLC","Industrie","Aktien","20.576.806,79","0,08","20.576.806,79","506.562,00","40,62","Vereinigtes Königreich","London Stock Exchange","GBP"
"8058","MITSUBISHI CORP","Industrie","Aktien","20.441.423,97","0,08","20.441.423,97","893.500,00","22,88","Japan","Tokyo Stock Exchange","JPY"
"NOC","NORTHROP GRUMMAN CORP","Industrie","Aktien","20.333.688,60","0,08","20.333.688,60","35.660,00","570,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CSX","CSX CORP","Industrie","Aktien","20.112.986,25","0,08","20.112.986,25","554.841,00","36,25","Vereinigte Staaten","NASDAQ","USD"
"NG.","NATIONAL GRID PLC","Versorger","Aktien","20.099.035,83","0,08","20.099.035,83","1.309.064,00","15,35","Vereinigtes Königreich","London Stock Exchange","GBP"
"DG","VINCI SA","Industrie","Aktien","20.038.026,71","0,08","20.038.026,71","142.121,00","140,99","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"MRVL","MARVELL TECHNOLOGY INC","IT","Aktien","20.015.764,30","0,08","20.015.764,30","235.535,00","84,98","Vereinigte Staaten","NASDAQ","USD"
"FCX","FREEPORT MCMORAN INC","Materialien","Aktien","19.905.312,06","0,08","19.905.312,06","391.914,00","50,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AON","AON PLC CLASS A","Financials","Aktien","19.822.328,24","0,08","19.822.328,24","56.173,00","352,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ABX","BARRICK MINING CORP","Materialien","Aktien","19.808.231,81","0,08","19.808.231,81","454.125,00","43,62","Kanada","Toronto Stock Exchange","CAD"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrie","Aktien","19.768.963,76","0,08","19.768.963,76","199.304,00","99,19","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Nichtzyklische Konsumgüter","Aktien","19.761.046,83","0,08","19.761.046,83","367.101,00","53,83","Vereinigte Staaten","NASDAQ","USD"
"RCL","ROYAL CARIBBEAN GROUP LTD","Zyklische Konsumgüter ","Aktien","19.620.069,56","0,08","19.620.069,56","70.343,00","278,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"7974","NINTENDO LTD","Kommunikation","Aktien","19.561.663,85","0,08","19.561.663,85","289.400,00","67,59","Japan","Tokyo Stock Exchange","JPY"
"SNOW","SNOWFLAKE INC","IT","Aktien","19.509.000,96","0,08","19.509.000,96","88.936,00","219,36","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NWG","NATWEST GROUP PLC","Financials","Aktien","19.480.888,56","0,08","19.480.888,56","2.222.061,00","8,77","Vereinigtes Königreich","London Stock Exchange","GBP"
"ITX","INDUSTRIA DE DISENO TEXTIL SA","Zyklische Konsumgüter ","Aktien","19.472.533,19","0,08","19.472.533,19","294.287,00","66,17","Spanien","Bolsa De Madrid","EUR"
"ITW","ILLINOIS TOOL INC","Industrie","Aktien","19.391.937,90","0,07","19.391.937,90","78.733,00","246,30","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BA.","BAE SYSTEMS PLC","Industrie","Aktien","19.384.004,37","0,07","19.384.004,37","840.803,00","23,05","Vereinigtes Königreich","London Stock Exchange","GBP"
"6861","KEYENCE CORP","IT","Aktien","19.382.104,69","0,07","19.382.104,69","53.600,00","361,61","Japan","Tokyo Stock Exchange","JPY"
"GM","GENERAL MOTORS","Zyklische Konsumgüter ","Aktien","19.357.250,16","0,07","19.357.250,16","238.038,00","81,32","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TDG","TRANSDIGM GROUP INC","Industrie","Aktien","19.185.745,95","0,07","19.185.745,95","14.427,00","1.329,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CMI","CUMMINS INC","Industrie","Aktien","19.088.277,75","0,07","19.088.277,75","37.395,00","510,45","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CTAS","CINTAS CORP","Industrie","Aktien","19.046.225,04","0,07","19.046.225,04","101.272,00","188,07","Vereinigte Staaten","NASDAQ","USD"
"CP","CANADIAN PACIFIC KANSAS CITY LTD","Industrie","Aktien","19.030.426,01","0,07","19.030.426,01","258.149,00","73,72","Kanada","Toronto Stock Exchange","CAD"
"2454","MEDIATEK INC","IT","Aktien","18.978.373,99","0,07","18.978.373,99","417.000,00","45,51","Taiwan","Taiwan Stock Exchange","TWD"
"NSC","NORFOLK SOUTHERN CORP","Industrie","Aktien","18.919.244,16","0,07","18.919.244,16","65.528,00","288,72","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ECL","ECOLAB INC","Materialien","Aktien","18.567.252,04","0,07","18.567.252,04","70.727,00","262,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ANZ","ANZ GROUP HOLDINGS LTD","Financials","Aktien","18.520.709,42","0,07","18.520.709,42","764.266,00","24,23","Australien","Asx - All Markets","AUD"
"9983","FAST RETAILING LTD","Zyklische Konsumgüter ","Aktien","18.453.870,94","0,07","18.453.870,94","50.800,00","363,27","Japan","Tokyo Stock Exchange","JPY"
"TEL","TE CONNECTIVITY PLC","IT","Aktien","18.344.358,81","0,07","18.344.358,81","80.631,00","227,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8766","TOKIO MARINE HOLDINGS INC","Financials","Aktien","18.277.281,57","0,07","18.277.281,57","492.500,00","37,11","Japan","Tokyo Stock Exchange","JPY"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Kommunikation","Aktien","18.148.328,66","0,07","18.148.328,66","629.713,00","28,82","Vereinigte Staaten","NASDAQ","USD"
"ADSK","AUTODESK INC","IT","Aktien","18.082.954,89","0,07","18.082.954,89","61.089,00","296,01","Vereinigte Staaten","NASDAQ","USD"
"MSI","MOTOROLA SOLUTIONS INC","IT","Aktien","17.880.728,04","0,07","17.880.728,04","46.647,00","383,32","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TFC","TRUIST FINANCIAL CORP","Financials","Aktien","17.823.271,48","0,07","17.823.271,48","362.188,00","49,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MFC","MANULIFE FINANCIAL CORP","Financials","Aktien","17.753.766,10","0,07","17.753.766,10","488.282,00","36,36","Kanada","Toronto Stock Exchange","CAD"
"TRV","TRAVELERS COMPANIES INC","Financials","Aktien","17.727.016,90","0,07","17.727.016,90","61.115,00","290,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AJG","ARTHUR J GALLAGHER","Financials","Aktien","17.643.267,04","0,07","17.643.267,04","68.176,00","258,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NPN","NASPERS LIMITED LTD CLASS N","Zyklische Konsumgüter ","Aktien","17.501.250,91","0,07","17.501.250,91","262.556,00","66,66","Südafrika","Johannesburg Stock Exchange","ZAR"
"APO","APOLLO GLOBAL MANAGEMENT INC","Financials","Aktien","17.499.746,88","0,07","17.499.746,88","120.888,00","144,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FDX","FEDEX CORP","Industrie","Aktien","17.416.524,84","0,07","17.416.524,84","60.294,00","288,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"INVE B","INVESTOR CLASS B","Financials","Aktien","17.339.763,87","0,07","17.339.763,87","483.813,00","35,84","Schweden","Nasdaq Omx Nordic","SEK"
"AEP","AMERICAN ELECTRIC POWER INC","Versorger","Aktien","17.196.641,54","0,07","17.196.641,54","149.134,00","115,31","Vereinigte Staaten","NASDAQ","USD"
