date,usa_pct,japan_pct,uk_pct,france_pct,switzerland_pct,canada_pct,china_pct,other_pct,acwi_sector_financials,acwi_sector_it,acwi_sector_consdisc,acwi_sector_healthcare,acwi_sector_industrials,acwi_sector_consstaples,acwi_sector_energy,acwi_sector_materials,acwi_sector_telecom_commsrvcs,acwi_sector_utilities,acwi_sector_realestate,usa_sec_financials,usa_sec_it,usa_sec_consdisc,usa_sec_healthcare,usa_sec_industrials,usa_sec_consstaples,usa_sec_energy,usa_sec_materials,usa_sec_commsrvcs,usa_sec_utilities,usa_sec_realestate,japan_sec_financials,japan_sec_it,japan_sec_consdisc,japan_sec_healthcare,japan_sec_industrials,japan_sec_consstaples,japan_sec_energy,japan_sec_materials,japan_sec_telecom_commsrvcs,japan_sec_utilities,japan_sec_realestate,uk_sec_financials,uk_sec_it,uk_sec_consdisc,uk_sec_healthcare,uk_sec_industrials,uk_sec_consstaples,uk_sec_energy,uk_sec_materials,uk_sec_telecom_commsrvcs,uk_sec_utilities,uk_sec_realestate,china_sec_financials,china_sec_it,china_sec_consdisc,china_sec_healthcare,china_sec_industrials,china_sec_consstaples,china_sec_energy,china_sec_materials,china_sec_telecom_commsrvcs,china_sec_utilities,china_sec_realestate,france_sec_financials,france_sec_it,france_sec_consdisc,france_sec_healthcare,france_sec_industrials,france_sec_consstaples,france_sec_energy,france_sec_materials,france_sec_telecom_commsrvcs,france_sec_utilities,france_sec_realestate,canada_sec_financials,canada_sec_it,canada_sec_consdisc,canada_sec_healthcare,canada_sec_industrials,canada_sec_consstaples,canada_sec_energy,canada_sec_materials,canada_sec_telecom_commsrvcs,canada_sec_utilities,canada_sec_realestate,switzerland_sec_financials,switzerland_sec_it,switzerland_sec_consdisc,switzerland_sec_healthcare,switzerland_sec_industrials,switzerland_sec_consstaples,switzerland_sec_energy,switzerland_sec_materials,switzerland_sec_telecom_commsrvcs,switzerland_sec_utilities,switzerland_sec_realestate
Apr 2015,52.95,7.93,6.95,3.49,3.24,,,25.44,21.34,14.54,13.06,12.12,10.38,10.09,6.80,4.77,3.73,3.16,,16.14,19.95,12.47,14.60,10.27,9.51,8.49,3.22,2.34,3.00,0.00,19.57,10.58,21.99,7.21,19.17,6.66,0.94,5.76,5.19,2.44,,20.37,0.75,6.01,9.93,8.86,16.53,17.74,9.15,5.73,3.23,1.16,39.76,14.74,4.81,2.04,6.97,3.91,9.85,2.49,11.20,3.85,,,,,,,,,,,,,,37.32,2.14,6.02,6.08,8.06,4.14,22.26,10.28,2.01,1.41,,,,,,,,,,,,,,
Jan 29 2021,57.07,6.74,3.77,2.86,,,5.48,24.08,13.30,22.00,13.17,12.06,9.34,7.14,3.09,4.90,9.48,2.96,2.56,10.34,27.76,12.85,13.77,8.11,6.23,2.41,2.59,10.71,2.76,2.46,8.97,13.51,18.50,9.90,20.84,7.00,0.63,5.18,9.53,1.28,3.57,20.37,0.75,6.01,9.93,8.86,16.53,17.74,9.15,5.73,3.23,1.16,15.27,5.78,30.45,5.89,5.53,5.83,2.27,3.47,17.85,2.64,3.97,,,,,,,,,,,,,,,,,,,,,,,,,
Jul 30 2021,59.59,5.80,3.72,2.96,,,4.14,23.79,13.89,22.34,12.40,11.82,9.87,6.84,3.17,5.02,9.32,2.68,2.64,10.95,27.82,12.05,13.42,8.41,5.85,2.55,2.59,11.24,2.48,2.63,8.97,13.51,18.50,9.90,20.84,7.00,0.63,5.18,9.53,1.28,3.57,20.37,0.75,6.01,9.93,8.86,16.53,17.74,9.15,5.73,3.23,1.16,15.27,5.78,30.45,5.89,5.53,5.83,2.27,3.47,17.85,2.64,3.97,,,,,,,,,,,,,,,,,,,,,,,,,
Nov 30 2021,61.47,5.72,3.51,,,,3.85,22.61,13.88,23.82,12.85,11.41,9.47,6.62,3.38,4.58,8.74,2.62,2.63,10.84,29.35,13.17,12.72,7.80,5.58,2.71,2.50,10.36,2.37,2.62,14.88,15.30,18.06,7.61,22.87,5.19,0.91,4.16,6.86,1.15,2.47,20.37,0.75,6.01,9.93,8.86,16.53,17.74,9.15,5.73,3.23,1.16,15.27,5.78,30.45,5.89,5.53,5.83,2.27,3.47,17.85,2.64,3.97,,,,,,,,,,,,,,,,,,,,,,,,,
Dez 31 2021,61.31,5.54,3.60,,,,3.62,23.03,13.86,23.58,12.40,11.69,9.64,6.80,3.40,4.67,8.58,2.70,2.70,10.69,29.17,12.54,13.29,7.78,5.88,2.67,2.56,10.16,2.50,2.77,14.88,15.30,18.06,7.61,22.87,5.19,0.91,4.16,6.86,1.15,2.47,20.37,0.75,6.01,9.93,8.86,16.53,17.74,9.15,5.73,3.23,1.16,16.51,6.07,29.59,4.55,5.20,5.12,3.80,3.47,20.72,2.60,2.20,,,,,,,,,,,,,,,,,,,,,,,,,
Apr 29 2022,60.69,5.40,3.89,,,3.22,3.47,23.33,14.53,21.48,11.30,12.28,9.50,7.51,4.64,5.14,7.73,3.02,2.85,10.96,27.37,11.45,14.20,7.82,6.82,4.17,2.77,8.64,2.87,2.92,14.88,15.30,18.06,7.61,22.87,5.19,0.91,4.16,6.86,1.15,2.47,20.37,0.75,6.01,9.93,8.86,16.53,17.74,9.15,5.73,3.23,1.16,15.27,5.78,30.45,5.89,5.53,5.83,2.27,3.47,17.85,2.64,3.97,,,,,,,,,,,,,36.90,7.17,3.16,0.41,11.70,4.16,16.90,12.32,2.54,3.71,0.59,,,,,,,,,,,,,
Nov 30 2022,61.65,5.32,3.80,,,3.10,3.30,22.83,14.92,20.82,10.79,13.02,9.96,7.54,5.56,4.91,6.87,3.03,2.58,11.61,26.40,10.40,15.22,8.44,6.99,5.12,2.68,7.46,2.99,2.68,14.88,15.30,18.06,7.61,22.87,5.19,0.91,4.16,6.86,1.15,2.47,20.37,0.75,6.01,9.93,8.86,16.53,17.74,9.15,5.73,3.23,1.16,16.51,6.07,29.59,4.55,5.20,5.12,3.80,3.47,20.72,2.60,2.20,,,,,,,,,,,,,35.17,7.39,3.70,,12.26,4.95,17.48,11.71,2.62,3.64,0.60,,,,,,,,,,,,,
Feb 28 2023,60.29,5.46,3.95,3.19,,,3.50,23.60,15.38,21.14,11.04,12.28,10.17,7.36,5.24,4.96,7.01,2.87,2.56,11.74,27.28,10.65,14.34,8.51,6.72,4.80,2.78,7.67,2.82,2.69,14.88,15.30,18.06,7.61,22.87,5.19,0.91,4.16,6.86,1.15,2.47,20.37,0.75,6.01,9.93,8.86,16.53,17.74,9.15,5.73,3.23,1.16,16.51,6.07,29.59,4.55,5.20,5.12,3.80,3.47,20.72,2.60,2.20,,,,,,,,,,,,,34.99,8.22,3.84,,12.57,4.66,19.11,10.73,1.57,3.18,0.60,,,,,,,,,,,,,
Sep 29 2023,62.25,5.55,3.71,2.92,,,3.21,22.37,15.75,21.56,11.18,11.87,10.37,7.10,5.22,4.50,7.56,2.62,2.27,12.81,27.46,10.67,13.36,8.30,6.57,4.72,2.45,8.87,2.41,2.37,14.88,15.30,18.06,7.61,22.87,5.19,0.91,4.16,6.86,1.15,2.47,20.37,0.75,6.01,9.93,8.86,16.53,17.74,9.15,5.73,3.23,1.16,16.51,6.07,29.59,4.55,5.20,5.12,3.80,3.47,20.72,2.60,2.20,,,,,,,,,,,,,34.99,8.22,3.84,,12.57,4.66,19.11,10.73,1.57,3.18,0.60,,,,,,,,,,,,,
Feb 29 2024,63.79,5.55,3.37,2.84,,2.73,,21.72,15.89,23.96,11.11,11.22,10.70,6.47,4.37,4.14,7.52,2.41,2.21,12.99,29.80,10.63,12.52,8.74,5.96,3.71,2.30,8.89,2.13,2.31,14.88,15.30,18.06,7.61,22.87,5.19,0.91,4.16,6.86,1.15,2.47,18.22,1.11,7.18,12.58,13.00,16.53,12.98,10.03,2.50,3.97,0.82,16.51,6.07,29.59,4.55,5.20,5.12,3.80,3.47,20.72,2.60,2.20,10.19,4.62,20.38,9.96,24.84,9.78,7.24,6.30,2.87,2.58,1.09,35.17,7.39,3.70,,12.26,4.95,17.48,11.71,2.62,3.64,0.60,17.76,1.42,5.51,31.69,10.75,19.40,,9.89,1.11,0.30,0.57
Nov 29 2024,66.76,4.73,3.11,,,2.80,2.61,19.99,17.03,25.10,10.86,10.04,10.60,6.05,4.02,3.66,7.88,2.60,2.15,13.92,31.32,10.74,10.56,8.64,5.71,3.44,2.08,8.88,2.46,2.24,14.88,15.30,18.06,7.61,22.87,5.19,0.91,4.16,6.86,1.15,2.47,18.22,1.11,7.18,12.58,13.00,16.53,12.98,10.03,2.50,3.97,0.82,16.51,6.07,29.59,4.55,5.20,5.12,3.80,3.47,20.72,2.60,2.20,10.19,4.62,20.38,9.96,24.84,9.78,7.24,6.30,2.87,2.58,1.09,35.17,7.39,3.70,,12.26,4.95,17.48,11.71,2.62,3.64,0.60,17.76,1.42,5.51,31.69,10.75,19.40,,9.89,1.11,0.30,0.57
Dez 31 2024,66.62,4.83,3.09,,,2.70,2.75,20.00,16.80,25.98,11.34,9.67,10.23,5.92,3.82,3.46,8.24,2.50,2.04,13.62,32.49,11.26,10.09,8.16,5.53,3.16,1.89,9.37,2.33,2.10,14.88,15.30,18.06,7.61,22.87,5.19,0.91,4.16,6.86,1.15,2.47,18.22,1.11,7.18,12.58,13.00,16.53,12.98,10.03,2.50,3.97,0.82,16.51,6.07,29.59,4.55,5.20,5.12,3.80,3.47,20.72,2.60,2.20,10.19,4.62,20.38,9.96,24.84,9.78,7.24,6.30,2.87,2.58,1.09,35.17,7.39,3.70,,12.26,4.95,17.48,11.71,2.62,3.64,0.60,17.76,1.42,5.51,31.69,10.75,19.40,,9.89,1.11,0.30,0.57
